AY572034.1,AY572034.1,100.000,29540,0,0,1,29540,1,29540,0.0,43898
AY572034.1,AY572035.1,99.946,29518,16,0,23,29540,1,29518,0.0,43806
AY572034.1,AY686864.1,99.922,29525,23,0,16,29540,1,29525,0.0,43790
AY572034.1,AY572038.1,99.892,29495,32,0,46,29540,1,29495,0.0,43712
AY572034.1,KY417146.1,95.718,29615,1129,79,1,29540,27,29577,0.0,39284
AY572035.1,AY572035.1,100.000,29518,0,0,1,29518,1,29518,0.0,43865
AY572035.1,AY572034.1,99.946,29518,16,0,1,29518,23,29540,0.0,43806
AY572035.1,AY686864.1,99.936,29518,19,0,1,29518,8,29525,0.0,43794
AY572035.1,AY572038.1,99.912,29495,26,0,24,29518,1,29495,0.0,43735
AY572035.1,KY417146.1,95.735,29593,1123,79,1,29518,49,29577,0.0,39274
AY572038.1,AY572038.1,100.000,29683,0,0,1,29683,1,29683,0.0,44111
AY572038.1,AY686864.1,99.925,29495,22,0,1,29495,31,29525,0.0,43749
AY572038.1,AY572035.1,99.912,29495,26,0,1,29495,24,29518,0.0,43735
AY572038.1,AY572034.1,99.892,29495,32,0,1,29495,46,29540,0.0,43712
AY572038.1,KY417146.1,95.732,29756,1133,77,1,29682,72,29764,0.0,39488
AY686864.1,AY686864.1,100.000,29525,0,0,1,29525,1,29525,0.0,43876
AY686864.1,AY572035.1,99.936,29518,19,0,8,29525,1,29518,0.0,43794
AY686864.1,AY572034.1,99.922,29525,23,0,1,29525,16,29540,0.0,43790
AY686864.1,AY572038.1,99.925,29495,22,0,31,29525,1,29495,0.0,43749
AY686864.1,KY417146.1,95.733,29599,1126,78,1,29525,42,29577,0.0,39280
AY597011.2,NC_006577.2,100.000,29926,0,0,1,29926,1,29926,0.0,44472
AY597011.2,AY597011.2,100.000,29926,0,0,1,29926,1,29926,0.0,44472
AY597011.2,HM034837.1,99.766,29862,70,0,37,29898,1,29862,0.0,44117
AY597011.2,KF430201.1,99.546,29937,88,4,11,29902,1,29934,0.0,44012
AY597011.2,KF686340.1,99.546,29923,91,3,26,29903,1,29923,0.0,43990
NC_006577.2,NC_006577.2,100.000,29926,0,0,1,29926,1,29926,0.0,44472
NC_006577.2,AY597011.2,100.000,29926,0,0,1,29926,1,29926,0.0,44472
NC_006577.2,HM034837.1,99.766,29862,70,0,37,29898,1,29862,0.0,44117
NC_006577.2,KF430201.1,99.546,29937,88,4,11,29902,1,29934,0.0,44012
NC_006577.2,KF686340.1,99.546,29923,91,3,26,29903,1,29923,0.0,43990
DQ201447.1,DQ201447.1,100.000,28548,0,0,1,28548,1,28548,0.0,42424
DQ201447.1,DQ811785.1,99.814,28539,53,0,9,28547,4,28542,0.0,42213
DQ201447.1,KX499468.1,98.783,28593,300,5,1,28548,1,28590,0.0,41226
DQ201447.1,DQ811789.2,98.648,28544,341,4,27,28525,1,28544,0.0,41012
DQ201447.1,KP202848.1,98.538,28593,367,5,1,28548,1,28587,0.0,40968
DQ412042.1,DQ412042.1,100.000,29709,0,0,1,29709,1,29709,0.0,44149
DQ412042.1,KY770860.1,98.017,29658,580,7,46,29702,1,29651,0.0,41885
