NC_025344.1,NC_006579.1,95.782,14890,617,8,2,14885,1,14885,0.0,19793
NC_025344.1,NC_007652.1,66.084,3659,820,254,9043,12486,8446,11898,0.0,765
NC_025344.1,NC_004148.2,65.752,3790,859,267,8918,12486,7547,11118,0.0,742
NC_025344.1,NC_007454.1,66.507,209,44,19,10470,10665,14317,14512,0.003,44.4
NC_025344.1,NC_003043.1,80.357,56,8,2,10614,10667,11483,11537,0.003,44.4
NC_025352.1,NC_002728.1,66.129,4588,1086,286,11977,16318,11903,16268,0.0,970
NC_025352.1,NC_001906.3,65.847,4597,1057,307,11979,16306,11893,16245,0.0,926
NC_025352.1,NC_025256.1,64.468,4700,1042,377,11954,16318,12137,16543,0.0,689
NC_025352.1,NC_007454.1,64.230,4582,995,351,12152,16478,12913,17105,0.0,679
NC_025352.1,NC_025351.1,65.676,2928,673,202,13586,16347,13458,16219,3.08e-160,566
NC_025403.1,NC_025348.1,66.481,11155,2501,735,5012,15624,4974,15432,0.0,2516
NC_025403.1,NC_025343.1,67.408,5756,1365,315,9222,14719,9078,14580,0.0,1498
NC_025403.1,NC_025350.1,66.981,6048,1431,338,8712,14475,8326,14091,0.0,1489
NC_025403.1,NC_025404.1,66.214,6917,1583,457,8684,15214,8564,15112,0.0,1480
NC_025403.1,NC_025410.1,66.446,6354,1476,411,8725,14740,8981,15016,0.0,1402
NC_025677.1,NC_003678.1,66.504,1845,410,136,5676,7416,5491,7231,9.76e-111,401
NC_025677.1,NC_018713.1,66.763,1733,359,135,10791,12422,10373,11989,7.66e-110,398
NC_025677.1,NC_024018.2,63.674,3174,760,230,5767,8739,5293,8274,2.90e-106,386
NC_025677.1,NC_001461.1,63.650,3293,792,250,5657,8739,5475,8572,5.00e-104,378
NC_025677.1,KM408491.1,67.198,1506,328,113,10765,12193,10345,11761,1.17e-98,360
NC_025432.1,NC_024769.1,80.172,116,10,9,6732,6836,9221,9334,3.59e-16,86.1
NC_025432.1,NC_024767.1,76.667,120,9,7,6732,6835,6900,7016,2.21e-14,80.9
NC_025432.1,NC_008250.2,73.643,129,30,3,5710,5836,6439,6565,2.34e-10,66.7
NC_025432.1,NC_024766.1,65.663,332,66,29,3879,4186,4363,4670,6.56e-10,65.2
NC_025432.1,NC_023985.1,62.483,717,138,72,5682,6322,7676,8337,4.04e-08,59.3
NC_026921.1,FJ445188.1,70.395,152,17,16,548,677,452,597,1.29e-07,58.6
NC_026921.1,NC_015934.1,71.545,123,10,11,557,658,285,403,1.29e-07,57.8
NC_026921.1,AB426609.1,77.778,72,6,6,615,686,531,592,6.22e-05,48.9
NC_026921.1,NC_024770.1,65.741,216,44,16,4513,4716,5046,5243,1.74e-04,47.4
NC_026921.1,NC_028366.1,65.600,250,46,25,4497,4730,4188,4413,1.74e-04,47.4
NC_027122.1,NC_019712.1,69.122,8485,1841,466,276,8376,332,8421,0.0,2764
NC_027122.1,NC_025676.1,67.444,8447,1948,454,367,8376,408,8489,0.0,2260
NC_027122.1,NC_004542.1,64.692,6752,1565,463,525,6851,543,6900,0.0,1100
NC_027122.1,NC_011050.1,63.740,4818,1117,371,1168,5682,1101,5591,2.73e-167,589
NC_027122.1,NC_004541.1,64.527,3163,724,222,2716,5682,2612,5572,6.72e-141,500
KP710267.1,KJ690629.1,76.000,50,7,2,1303,1350,1547,1593,0.96,33.3
KP710267.1,NC_001451.1,74.545,55,4,6,457,511,13387,13431,2.7,31.1
KP710267.1,NC_034567.1,74.545,55,4,6,472,520,1556,1606,2.7,31.1
KP710267.1,NC_005831.2,75.000,52,5,5,914,960,11495,11447,7.6,30.3
KP710267.1,NC_002306.3,84.375,32,3,2,269,298,5049,5080,7.6,30.3
NC_027999.1,NC_008719.1,65.182,5971,1416,401,4730,10369,4620,10258,0.0,1048
NC_027999.1,NC_002031.1,63.980,6291,1533,462,4371,10293,4280,10205,0.0,791
NC_027999.1,NC_016997.1,66.679,2680,611,180,7871,10403,7865,10409,1.92e-173,609
NC_027999.1,NC_000943.1,66.351,2639,589,183,7706,10189,7656,10150,3.72e-163,575
NC_027999.1,NC_007580.2,65.742,2811,658,187,7749,10402,7689,10351,5.35e-156,551
NC_028970.1,NC_024767.1,84.699,7189,1056,33,104,7270,1,7167,0.0,6582
NC_028970.1,NC_024766.1,62.290,3686,824,321,3466,6900,3644,7014,1.71e-68,259
NC_028970.1,NC_023985.1,66.594,458,81,46,4147,4568,5747,6168,3.49e-20,100
NC_028970.1,NC_024769.1,74.522,157,22,10,7001,7150,9218,9363,3.71e-16,86.1
NC_028970.1,NC_008250.2,65.473,391,71,30,1217,1582,1282,1633,1.04e-15,85.3
NC_027998.2,NC_021154.1,66.865,504,103,42,8206,8677,9512,9983,5.70e-25,116
NC_027998.2,NC_021153.1,68.639,169,31,15,8335,8493,7453,7609,2.74e-05,51.1
NC_027998.2,NC_025673.1,65.343,277,61,23,8436,8690,7482,7745,7.68e-05,49.6
NC_027998.2,NC_001837.1,66.234,231,48,20,4711,4929,4495,4707,7.68e-05,48.9
NC_027998.2,NC_004102.1,80.357,56,11,0,8620,8675,8454,8509,0.002,45.2
NC_001564.2,NC_005064.1,70.766,8107,2005,240,2216,10135,2248,10176,0.0,3159
NC_001564.2,NC_012932.1,67.613,8065,2102,340,2209,10018,2202,10011,0.0,2157
NC_001564.2,NC_021069.1,71.004,2052,488,67,287,2286,298,2294,0.0,821
NC_001564.2,NC_012671.1,70.181,2096,526,63,287,2334,299,2343,0.0,775
NC_001564.2,NC_008604.2,68.110,2402,537,140,1,2293,12,2293,0.0,688
NC_010701.1,NC_010256.1,68.745,3433,805,150,81,3437,57,3297,0.0,1094
NC_010701.1,GQ903697.1,74.140,1802,386,59,1661,3429,1558,3312,0.0,922
NC_010701.1,EF619036.1,73.982,1818,397,55,1642,3424,1547,3323,0.0,921
NC_010701.1,EU123328.1,73.983,1795,412,45,1652,3425,1548,3308,0.0,909
NC_010701.1,NC_010700.1,72.702,1795,404,61,1661,3418,1520,3265,0.0,823
NC_010800.1,NC_001451.1,91.402,20399,1698,31,1,20367,1,20375,0.0,23794
NC_010800.1,NC_006577.2,65.341,8774,1823,689,10460,18657,11772,19903,0.0,1624
NC_010800.1,NC_009019.1,64.278,10271,2181,880,10652,20208,11920,21416,0.0,1433
NC_010800.1,DQ648794.1,64.231,10238,2246,846,10652,20211,11934,21433,0.0,1407
NC_010800.1,FJ938065.1,64.428,8740,1847,734,10661,18802,11672,19747,0.0,1287
NC_011400.1,NC_019028.1,75.217,6214,1280,160,1,6099,1,6069,0.0,3471
NC_011400.1,L23513.1,66.393,1217,292,74,2714,3863,3187,4353,2.99e-71,268
NC_011400.1,NC_023675.1,65.900,1217,260,97,2713,3850,2932,4072,9.45e-63,240
NC_011400.1,NC_026814.1,64.565,1507,367,102,2456,3871,2796,4226,1.28e-59,230
NC_011400.1,NC_034975.1,63.526,1889,397,163,2876,4591,1,1770,7.87e-58,224
NC_011549.1,NC_016991.1,75.931,19648,3794,563,288,19454,207,19400,0.0,11489
NC_011549.1,NC_016996.1,74.366,16673,3459,511,3185,19451,2840,19103,0.0,8747
NC_011549.1,NC_011550.1,74.499,13027,2723,366,3253,15981,3439,16164,0.0,6920
NC_011549.1,NC_016990.2,74.508,13012,2706,378,3246,15947,3241,15951,0.0,6908
NC_011549.1,NC_016992.1,74.200,13004,2777,366,3239,15947,3248,15968,0.0,6752
NC_013060.1,NC_019026.1,73.548,6748,1435,222,4,6578,3,6573,0.0,3329
NC_013060.1,NC_019027.1,69.766,5593,1273,256,16,5394,14,5402,0.0,1962
NC_013060.1,NC_013443.1,69.258,5595,1307,246,16,5395,15,5411,0.0,1868
NC_013060.1,NC_024701.1,64.642,4330,946,305,1334,5381,1317,5343,0.0,730
NC_013060.1,NC_002469.1,66.417,2802,674,150,2643,5300,2524,5202,0.0,646
HM245926.1,KC175340.1,72.273,15887,3426,622,4911,20279,4890,20315,0.0,7049
HM245926.1,NC_002306.3,72.950,14717,3117,532,5990,20279,6152,20431,0.0,6934
HM245926.1,NC_005831.2,68.917,15005,3214,887,5924,20245,6196,20433,0.0,4732
HM245926.1,NC_009988.1,68.783,14931,3189,877,6090,20331,6387,20534,0.0,4665
HM245926.1,NC_010437.1,68.272,14492,3213,820,6460,20318,7362,21101,0.0,4266
HM147984.1,M69205.1,96.835,11723,343,9,1,11710,1,11708,0.0,16052
HM147984.1,NC_001547.1,94.371,11724,625,11,1,11710,1,11703,0.0,14982
HM147984.1,NC_016961.1,73.663,6318,1359,188,5572,11739,5453,11615,0.0,3156
HM147984.1,NC_003908.1,68.226,6027,1392,303,5778,11577,5603,11333,0.0,1783
