NC_025264.1,NC_028249.1,65.940,5458,1293,327,9487,14693,9664,14806,0.0,1141
NC_025264.1,NC_001921.1,65.502,6183,1440,450,8810,14672,8970,14779,0.0,1112
NC_025264.1,NC_001498.1,65.402,5402,1315,346,9523,14675,9890,14986,0.0,984
NC_025264.1,NC_006383.2,65.514,4454,1128,263,9502,13775,9921,14146,0.0,827
NC_025264.1,NC_007454.1,65.153,4293,980,323,9531,13583,12920,16936,0.0,727
NC_025351.1,NC_002728.1,66.610,4127,958,260,13479,17395,13557,17473,0.0,941
NC_025351.1,NC_001906.3,65.705,4161,1024,283,13443,17397,13500,17463,0.0,763
NC_025351.1,NC_025352.1,65.731,2921,683,198,13458,16219,13586,16347,2.48e-160,566
NC_025351.1,NC_025256.1,64.333,4043,983,298,13450,17261,13800,17614,7.36e-156,551
NC_025351.1,NC_007454.1,65.262,2729,635,186,13447,16021,14211,16780,5.75e-138,492
NC_025356.1,NC_002803.1,73.856,11318,2409,345,16,11097,16,11019,0.0,5724
NC_025356.1,NC_024473.1,66.168,4750,1039,349,5561,10020,5465,9936,0.0,994
NC_025356.1,NC_025353.1,65.738,4737,1092,330,5785,10251,5724,10199,0.0,916
NC_025356.1,NC_001560.1,66.089,3810,842,283,5587,9168,5588,9175,0.0,778
NC_025356.1,NC_022755.1,65.747,3623,839,252,5761,9185,5404,8822,0.0,700
NC_025373.1,NC_005036.1,62.803,1734,361,163,9556,11129,9230,10839,1.40e-35,152
NC_025373.1,NC_002200.1,70.109,368,74,26,10585,10934,10430,10779,7.19e-29,129
NC_025373.1,NC_025390.1,62.977,1337,303,116,9735,10956,9710,10969,3.47e-26,120
NC_025373.1,NC_025374.1,62.593,1342,286,118,9755,10949,9369,10641,2.72e-25,117
NC_025373.1,NC_025361.1,65.320,594,152,31,10591,11157,11853,12419,2.14e-24,114
NC_025376.1,NC_002803.1,73.959,11290,2451,297,10,11096,16,11019,0.0,5779
NC_025376.1,NC_025353.1,65.212,4536,1069,311,5782,10056,5722,10009,0.0,797
NC_025376.1,NC_024473.1,66.989,3099,735,168,5587,8540,5493,8448,0.0,771
NC_025376.1,NC_001560.1,65.876,3792,925,231,5587,9191,5590,9199,0.0,761
NC_025376.1,NC_020803.1,65.491,3205,707,216,5588,8572,5929,8954,3.14e-180,632
KJ690629.1,NC_024769.1,81.038,8997,1418,171,1,8849,231,9087,0.0,7047
KJ690629.1,NC_024768.1,84.394,6177,873,52,2711,8849,2936,9059,0.0,5635
KJ690629.1,NC_024120.1,68.293,1640,393,77,7126,8700,7476,9053,6.14e-137,488
KJ690629.1,NC_028964.1,67.480,369,72,29,8104,8444,7604,7952,9.71e-20,97.9
KJ690629.1,NC_024770.1,66.754,382,73,36,8098,8448,7526,7884,1.03e-15,85.3
NC_025385.1,NC_009528.2,78.318,12047,2351,163,1,11903,1,11930,0.0,8154
NC_025385.1,JQ685967.1,73.419,12193,2681,343,1,11903,1,11923,0.0,5987
NC_025385.1,LN879481.2,75.597,6577,1449,118,5405,11903,5424,11922,0.0,3754
NC_025385.1,JQ685970.1,75.306,6702,1499,121,5283,11903,5297,11923,0.0,3749
NC_025385.1,KF155002.1,75.589,6575,1454,118,5405,11903,5424,11923,0.0,3747
NC_025403.1,NC_025343.1,67.408,5756,1365,315,9222,14719,9078,14580,0.0,1498
NC_025403.1,NC_025350.1,66.981,6048,1431,338,8712,14475,8326,14091,0.0,1489
NC_025403.1,NC_025404.1,66.214,6917,1583,457,8684,15214,8564,15112,0.0,1480
NC_025403.1,NC_004074.1,66.206,5137,1258,304,9455,14349,9359,14259,0.0,1090
NC_025403.1,NC_006430.1,65.027,4818,1079,372,9818,14341,9470,13975,0.0,800
NC_025407.1,NC_025361.1,65.358,3744,859,274,10504,14013,10477,14016,0.0,666
NC_025407.1,NC_025374.1,64.032,4162,971,327,10899,14812,9368,13251,1.29e-149,531
NC_025407.1,NC_003043.1,64.037,3309,754,262,10902,14013,10373,13442,1.54e-120,433
NC_025407.1,NC_005036.1,63.769,1714,372,145,10897,12521,9425,10978,6.89e-54,212
NC_025407.1,NC_006430.1,62.315,2696,584,254,11427,13930,10007,12462,1.34e-43,178
NC_025410.1,NC_025404.1,67.355,6344,1417,400,8993,15006,8609,14628,0.0,1629
NC_025410.1,NC_025343.1,67.077,5367,1247,320,9688,14797,9280,14383,0.0,1324
NC_025410.1,NC_025350.1,67.250,5316,1219,350,9689,14746,9035,14086,0.0,1302
NC_025410.1,NC_004074.1,66.172,5253,1267,312,9719,14719,9359,14353,0.0,1122
NC_025410.1,NC_002200.1,65.366,5382,1245,381,9672,14753,9090,14152,0.0,969
NC_024018.2,NC_003679.1,67.422,8036,1833,492,4546,12188,4552,12195,0.0,2070
NC_024018.2,KM408491.1,67.470,7676,1780,411,4546,11870,4555,11864,0.0,2054
NC_024018.2,NC_002657.1,66.667,7689,1916,376,4498,11870,4514,11871,0.0,1829
NC_024018.2,NC_001461.1,67.164,7233,1730,399,5026,11942,5319,12222,0.0,1814
NC_024018.2,NC_025677.1,63.674,3174,760,230,5293,8274,5767,8739,2.23e-106,386
NC_025673.1,NC_025672.1,66.423,1093,263,64,7219,8259,7615,8655,4.87e-64,245
NC_025673.1,NC_021153.1,65.078,1406,357,88,7069,8406,7141,8480,2.35e-61,236
NC_025673.1,NC_024377.1,67.403,362,63,37,3786,4121,4252,4584,1.27e-16,88.3
NC_025673.1,NC_004102.1,64.312,538,121,44,3493,3993,4200,4703,4.82e-13,76.4
NC_025673.1,NC_026797.1,63.977,533,135,38,7232,7742,7286,7783,2.33e-10,67.5
NC_025679.1,NC_021154.1,64.631,6534,1399,541,679,6705,1028,7156,0.0,1000
NC_025679.1,NC_024377.1,63.479,753,191,52,4639,5352,4034,4741,4.17e-16,86.8
NC_025679.1,NC_025672.1,65.166,422,89,39,4812,5204,3948,4340,9.72e-11,69.0
NC_025679.1,NC_026797.1,69.784,139,30,7,4988,5120,4123,4255,8.10e-06,51.9
NC_025679.1,NC_004102.1,63.011,465,105,38,4645,5076,4281,4711,1.78e-04,48.2
NC_026619.1,NC_003619.1,71.942,1668,334,74,1,1564,1,1638,0.0,732
NC_026619.1,NC_003843.1,73.634,1464,315,46,1,1430,1,1427,0.0,728
NC_026619.1,NC_008301.1,72.558,1505,346,45,1,1467,1,1476,0.0,687
NC_026619.1,NC_008300.1,68.372,958,199,69,2392,3294,2324,3232,2.10e-73,275
NC_026619.1,NC_016155.1,82.857,35,1,3,199,229,5487,5454,4.8,31.8
NC_026620.1,NC_003635.1,67.531,10524,2428,620,97,10124,203,10233,0.0,2760
NC_026620.1,NC_003675.1,65.229,10319,2340,748,403,10079,388,10100,0.0,1823
NC_026620.1,NC_004119.1,66.881,5912,1345,385,4437,10043,4554,10157,0.0,1397
NC_026620.1,NC_003676.1,65.032,5811,1335,425,4472,9946,4490,9939,0.0,975
NC_026620.1,NC_003687.1,65.640,2468,516,197,7649,9944,7867,10174,7.46e-133,473
KM594039.1,LN879481.2,90.332,11884,1142,7,1,11881,23,11902,0.0,13388
KM594039.1,JQ685967.1,90.286,11890,1136,15,1,11881,23,11902,0.0,13372
KM594039.1,KF154997.1,90.183,11888,1152,11,1,11881,23,11902,0.0,13327
KM594039.1,KF155002.1,90.081,11886,1168,11,1,11881,23,11902,0.0,13277
KM594039.1,JQ685970.1,89.333,11887,1241,21,1,11874,23,11895,0.0,12944
NC_027817.1,NC_008604.2,65.409,2703,663,165,7616,10182,7538,10104,2.55e-141,502
NC_027817.1,NC_027819.1,65.837,2491,607,158,7664,10032,7703,10071,2.70e-137,489
NC_027817.1,NC_021069.1,65.100,2659,633,174,7676,10186,7606,10117,6.30e-132,471
NC_027817.1,NC_012671.1,65.269,2623,667,153,7697,10197,7628,10128,1.77e-131,470
NC_027817.1,NC_001564.2,66.781,1752,437,97,8428,10107,8300,9978,1.08e-112,407
KT880670.1,JQ814852.1,71.714,350,71,17,5006,5341,4347,4682,1.98e-35,150
KT880670.1,NC_026470.1,67.257,452,110,26,5006,5438,4874,5306,1.08e-24,114
KT880670.1,NC_015941.1,65.872,545,116,45,5006,5518,4523,5029,1.86e-22,106
KT880670.1,NC_015940.1,69.010,313,75,15,5108,5409,4652,4953,1.15e-20,101
KT880670.1,NC_001617.1,68.817,279,66,12,5006,5278,4272,4535,5.54e-18,92.0
NC_027998.2,NC_021154.1,66.865,504,103,42,8206,8677,9512,9983,4.64e-25,116
NC_027998.2,NC_021153.1,68.639,169,31,15,8335,8493,7453,7609,2.23e-05,51.1
NC_027998.2,NC_004102.1,80.357,56,11,0,8620,8675,8454,8509,0.001,45.2
NC_027998.2,NC_024377.1,66.029,209,59,9,4849,5051,4391,4593,0.001,45.2
NC_027998.2,NC_026797.1,62.946,448,104,37,4482,4898,3770,4186,0.004,43.0
NC_029646.1,AF504671.2,89.645,7610,603,96,1,7496,1,7539,0.0,8378
NC_029646.1,JF781268.1,67.574,5696,1388,294,365,5814,482,5964,0.0,1509
NC_029646.1,JQ613567.1,67.644,5458,1317,285,521,5762,500,5724,0.0,1462
NC_029646.1,NC_001959.2,65.306,3332,806,218,2633,5778,2897,6064,1.15e-169,595
NC_029646.1,NC_029645.1,65.583,2583,651,149,2978,5444,2962,5422,8.47e-139,493
KU198477.1,LN879481.2,87.628,11938,1449,25,1,11926,1,11922,0.0,12240
