NC_025251.1,NC_025251.1,100.000,11900,0,0,1,11900,1,11900,0.0,17685
NC_025251.1,NC_025385.1,77.810,12037,2400,180,1,11900,1,11903,0.0,7900
NC_025251.1,NC_009528.2,77.269,12063,2446,168,1,11900,1,11930,0.0,7713
NC_025251.1,NC_009527.1,75.108,6721,1529,104,5256,11900,5314,11966,0.0,3727
NC_025251.1,LN879481.2,75.230,6621,1487,112,5357,11900,5378,11922,0.0,3696
NC_025253.1,NC_025253.1,100.000,12233,0,0,1,12233,1,12233,0.0,18180
NC_025253.1,NC_025389.1,70.635,126,27,8,7313,7433,8651,8771,2.67e-04,48.2
NC_025253.1,NC_011542.1,66.000,200,53,8,7345,7535,8041,8234,7.48e-04,46.7
NC_025253.1,NC_025401.1,74.419,86,7,9,7320,7397,6230,6308,7.48e-04,46.7
NC_025253.1,NC_011532.1,66.875,160,43,7,7352,7506,7905,8059,0.046,40.7
NC_025256.1,NC_025256.1,100.000,18530,0,0,1,18530,1,18530,0.0,27537
NC_025256.1,NC_001906.3,64.924,6486,1473,504,11693,17786,11424,17499,0.0,1036
NC_025256.1,NC_002728.1,65.065,5808,1305,444,12335,17791,12083,17517,0.0,973
NC_025256.1,NC_025351.1,64.342,4044,981,300,13800,17614,13450,17261,9.22e-156,551
NC_025256.1,NC_007454.1,64.662,2844,638,224,13829,16489,14235,16894,7.18e-121,435
NC_025264.1,NC_025264.1,100.000,16004,0,0,1,16004,1,16004,0.0,23784
NC_025264.1,NC_028249.1,65.940,5458,1293,327,9487,14693,9664,14806,0.0,1141
NC_025264.1,NC_001921.1,65.502,6183,1440,450,8810,14672,8970,14779,0.0,1112
NC_025264.1,NC_001498.1,65.402,5402,1315,346,9523,14675,9890,14986,0.0,984
NC_025264.1,NC_006296.2,66.488,4297,1055,245,9523,13647,9878,13961,0.0,960
NC_025341.1,NC_025341.1,100.000,11139,0,0,1,11139,1,11139,0.0,16555
NC_025341.1,NC_024473.1,64.876,2252,497,171,5746,7847,5681,7788,9.43e-103,375
NC_025341.1,NC_025356.1,64.735,2433,553,192,5532,7810,5566,7847,7.40e-102,372
NC_025341.1,NC_002803.1,65.123,2030,462,144,5532,7435,5487,7396,7.86e-98,357
NC_025341.1,NC_025371.1,63.846,2954,712,226,5751,8523,5774,8552,1.73e-96,353
NC_025343.1,NC_025343.1,100.000,15480,0,0,1,15480,1,15480,0.0,23005
NC_025343.1,NC_025350.1,69.621,7176,1638,332,8576,15480,8330,15234,0.0,2476
NC_025343.1,NC_025348.1,66.638,6867,1613,414,8575,15103,8535,15061,0.0,1584
NC_025343.1,NC_025410.1,67.083,5368,1245,322,9280,14383,9688,14797,0.0,1324
NC_025343.1,NC_025404.1,66.729,5362,1259,325,9314,14412,9349,14448,0.0,1250
NC_025347.1,NC_025347.1,100.000,15480,0,0,1,15480,1,15480,0.0,23005
NC_025347.1,NC_025407.1,64.953,3307,781,234,9487,12586,10878,14013,1.33e-153,544
